carat,cut,color,clarity,depth,table,price,x,y,z,price_inr,volume,price_per_carat,dimension_ratio,carat_category,cluster
0.23,Very Good,E,VVS2,60.9,59.0,530,3.96,3.99,2.42,45050.0,38.236968000000005,2304.3478260869565,1.6425619834710745,Light,0
0.23,Very Good,E,VVS2,60.0,56.0,530,4.03,4.07,2.43,45050.0,39.857103,2304.3478260869565,1.6666666666666667,Light,0
0.23,Very Good,E,VVS2,62.4,59.0,530,3.91,3.94,2.45,45050.0,37.743230000000004,2304.3478260869565,1.6020408163265305,Light,0
0.23,Very Good,D,VVS2,61.0,59.0,530,3.95,3.98,2.42,45050.0,38.04482,2304.3478260869565,1.6384297520661157,Light,0
0.23,Very Good,D,VVS2,62.2,58.0,530,3.94,3.97,2.46,45050.0,38.478828,2304.3478260869565,1.6077235772357723,Light,0
0.23,Very Good,D,VVS2,61.3,59.0,530,3.91,3.99,2.42,45050.0,37.754178,2304.3478260869565,1.632231404958678,Light,0
0.23,Very Good,D,VVS2,62.5,58.0,530,3.92,3.95,2.46,45050.0,38.09064,2304.3478260869565,1.5995934959349594,Light,0
0.23,Very Good,D,VVS2,61.3,58.0,530,3.93,3.97,2.42,45050.0,37.757082000000004,2304.3478260869565,1.632231404958678,Light,0
0.23,Very Good,D,VVS2,62.6,58.0,530,3.89,3.94,2.45,45050.0,37.55017,2304.3478260869565,1.5979591836734692,Light,0
0.23,Very Good,D,VVS2,61.9,58.0,530,3.91,3.94,2.43,45050.0,37.435122,2304.3478260869565,1.6152263374485596,Light,0
0.23,Very Good,D,VVS2,62.0,58.0,530,3.94,3.96,2.45,45050.0,38.225880000000004,2304.3478260869565,1.6122448979591837,Light,0
0.23,Very Good,D,VVS2,61.4,58.0,530,3.92,3.96,2.42,45050.0,37.566143999999994,2304.3478260869565,1.6280991735537191,Light,0
0.23,Very Good,F,VVS1,59.3,58.0,530,4.02,4.04,2.39,45050.0,38.815512000000005,2304.3478260869565,1.6861924686192464,Light,0
0.23,Very Good,F,VVS1,61.4,58.0,530,3.93,3.95,2.42,45050.0,37.56687,2304.3478260869565,1.6280991735537191,Light,0
0.23,Very Good,E,VVS1,61.3,59.0,530,3.93,3.97,2.42,45050.0,37.757082000000004,2304.3478260869565,1.632231404958678,Light,0
0.23,Very Good,E,VVS1,60.9,58.0,530,3.95,3.96,2.41,45050.0,37.69722000000001,2304.3478260869565,1.6410788381742738,Light,0
0.23,Very Good,E,VVS1,62.9,59.0,530,3.93,3.95,2.48,45050.0,38.49828000000001,2304.3478260869565,1.588709677419355,Light,0
0.23,Very Good,E,VVS1,60.0,59.0,530,3.97,4.03,2.4,45050.0,38.39784,2304.3478260869565,1.6666666666666667,Light,0
0.23,Very Good,E,VVS1,63.5,54.0,530,3.92,3.95,2.5,45050.0,38.71,2304.3478260869565,1.574,Light,0
0.23,Very Good,E,VVS1,61.4,59.0,530,3.93,3.99,2.43,45050.0,38.10410100000001,2304.3478260869565,1.6296296296296295,Light,0
0.23,Very Good,E,VVS1,62.3,58.0,530,3.88,3.99,2.45,45050.0,37.928940000000004,2304.3478260869565,1.6061224489795918,Light,0
0.23,Very Good,E,VVS1,61.8,59.0,530,3.9,3.93,2.42,45050.0,37.091339999999995,2304.3478260869565,1.6177685950413223,Light,0
0.23,Very Good,E,VVS1,62.1,58.0,530,3.9,3.93,2.43,45050.0,37.24461,2304.3478260869565,1.611111111111111,Light,0
0.59,Good,E,VS2,61.3,62.0,1845,5.36,5.4,3.3,156825.0,95.51520000000001,3127.1186440677966,1.6303030303030306,Medium,0
0.5,Ideal,D,VS2,62.3,55.0,1845,5.11,5.07,3.17,156825.0,82.127409,3690.0,1.6056782334384858,Light,0
0.5,Premium,D,VS2,61.2,60.0,1845,5.12,5.08,3.12,156825.0,81.14995200000001,3690.0,1.6346153846153844,Light,0
0.5,Premium,D,VS2,61.4,59.0,1845,5.15,5.11,3.15,156825.0,82.89697500000001,3690.0,1.6285714285714288,Light,0
0.5,Premium,D,VS2,61.1,58.0,1845,5.12,5.09,3.12,156825.0,81.309696,3690.0,1.636217948717949,Light,0
0.5,Premium,D,VS2,62.8,58.0,1845,5.08,5.05,3.18,156825.0,81.57972000000001,3690.0,1.592767295597484,Light,0
0.5,Ideal,D,VS2,62.5,54.0,1845,5.09,5.05,3.17,156825.0,81.483265,3690.0,1.5993690851735016,Light,0
0.5,Ideal,D,VS2,61.9,57.0,1845,5.09,5.06,3.14,156825.0,80.871956,3690.0,1.6162420382165603,Light,0
0.5,Premium,D,VS2,62.1,58.0,1845,5.08,5.03,3.14,156825.0,80.234536,3690.0,1.609872611464968,Light,0
0.5,Ideal,D,VS2,62.8,56.0,1845,5.08,5.04,3.18,156825.0,81.418176,3690.0,1.5911949685534592,Light,0
0.5,Premium,D,VS2,61.9,58.0,1845,5.1,5.04,3.14,156825.0,80.71056,3690.0,1.6146496815286624,Light,0
0.5,Ideal,D,VS2,62.6,56.0,1845,5.08,5.05,3.17,156825.0,81.32318,3690.0,1.5977917981072554,Light,0
0.5,Premium,D,VS2,62.9,61.0,1845,5.03,4.96,3.14,156825.0,78.33923200000001,3690.0,1.5907643312101911,Light,0
0.5,Premium,D,VS2,62.8,58.0,1845,5.07,5.03,3.17,156825.0,80.84165700000001,3690.0,1.5930599369085177,Light,0
0.5,Ideal,E,VS2,63.8,54.0,1845,5.07,5.05,3.23,156825.0,82.699305,3690.0,1.5665634674922602,Light,0
0.5,Premium,D,VS2,60.2,57.0,1845,5.21,5.15,3.12,156825.0,83.71428,3690.0,1.6602564102564101,Light,0
0.56,Ideal,D,VS2,62.7,57.0,1846,5.28,5.25,3.3,156910.0,91.476,3296.428571428571,1.5954545454545457,Medium,0
0.54,Ideal,H,VVS1,61.7,57.0,1846,5.23,5.24,3.23,156910.0,88.51879600000001,3418.5185185185182,1.6207430340557276,Medium,0
0.5,Premium,H,IF,60.3,58.0,1846,5.14,5.18,3.11,156910.0,82.80437199999999,3692.0,1.6591639871382637,Light,0
0.54,Very Good,H,VVS1,62.0,57.0,1846,5.2,5.25,3.24,156910.0,88.45200000000001,3418.5185185185182,1.612654320987654,Medium,0
0.72,Premium,J,VS2,61.4,58.0,1846,5.74,5.76,3.53,156910.0,116.71027199999997,2563.888888888889,1.6288951841359773,Medium,0
0.54,Ideal,H,VVS1,61.8,55.0,1846,5.21,5.24,3.23,156910.0,88.180292,3418.5185185185182,1.6176470588235292,Medium,0
0.54,Ideal,H,VVS1,61.1,57.0,1846,5.22,5.26,3.2,156910.0,87.86304,3418.5185185185182,1.6375,Medium,0
0.54,Ideal,H,VVS1,60.4,55.0,1846,5.27,5.32,3.2,156910.0,89.71648,3418.5185185185182,1.6546874999999999,Medium,0
0.54,Ideal,H,VVS1,60.3,56.0,1846,5.28,5.33,3.2,156910.0,90.05568000000001,3418.5185185185182,1.6578125,Medium,0
0.69,Good,I,VS1,61.6,61.9,1846,5.65,5.68,3.48,156910.0,111.68016,2675.36231884058,1.6278735632183907,Medium,0
0.78,Premium,H,SI2,61.1,59.0,1846,5.91,5.88,3.6,156910.0,125.10288,2366.6666666666665,1.6374999999999997,Medium,0
0.63,Premium,E,SI1,58.8,59.0,1846,5.68,5.62,3.32,156910.0,105.97971199999999,2930.15873015873,1.701807228915663,Medium,0
0.52,Very Good,D,VS2,62.9,59.0,1847,5.11,5.13,3.22,156995.0,84.41004600000001,3551.9230769230767,1.5900621118012421,Medium,0
0.5,Very Good,D,VS1,62.3,57.0,1847,5.04,5.07,3.15,156995.0,80.49132,3694.0,1.6047619047619046,Light,0
0.52,Ideal,G,VVS2,61.4,57.0,1847,5.17,5.19,3.18,156995.0,85.32671400000001,3551.9230769230767,1.6289308176100628,Medium,0
0.54,Ideal,E,VS2,61.8,55.0,1847,5.26,5.24,3.24,156995.0,89.302176,3420.37037037037,1.6203703703703702,Medium,0
0.54,Ideal,G,VS1,61.9,54.0,1847,5.25,5.28,3.26,156995.0,90.3672,3420.37037037037,1.615030674846626,Medium,0
0.57,Ideal,F,VS2,61.7,57.0,1847,5.36,5.33,3.3,156995.0,94.27704,3240.350877192983,1.61969696969697,Medium,0
0.57,Premium,F,VS2,60.3,58.0,1847,5.44,5.4,3.27,156995.0,96.05952000000002,3240.350877192983,1.657492354740061,Medium,0
0.57,Ideal,D,SI1,62.4,56.0,1847,5.32,5.29,3.31,156995.0,93.152668,3240.350877192983,1.6027190332326282,Medium,0
0.57,Ideal,D,SI1,61.0,57.0,1847,5.34,5.31,3.25,156995.0,92.15504999999999,3240.350877192983,1.6384615384615382,Medium,0
0.57,Premium,D,SI1,61.1,56.0,1847,5.38,5.33,3.27,156995.0,93.768558,3240.350877192983,1.6376146788990826,Medium,0
0.54,Ideal,G,VS1,61.3,57.0,1847,5.28,5.25,3.23,156995.0,89.5356,3420.37037037037,1.6300309597523222,Medium,0
0.54,Ideal,G,VS1,62.3,55.0,1847,5.24,5.2,3.25,156995.0,88.556,3420.37037037037,1.6061538461538463,Medium,0
0.54,Ideal,G,VS1,62.0,56.0,1847,5.24,5.21,3.24,156995.0,88.45329600000001,3420.37037037037,1.612654320987654,Medium,0
0.54,Ideal,G,VS1,61.8,54.0,1847,5.24,5.22,3.23,156995.0,88.349544,3420.37037037037,1.6191950464396285,Medium,0
0.54,Premium,G,VS1,61.1,59.0,1847,5.26,5.22,3.2,156995.0,87.86304,3420.37037037037,1.6375,Medium,0
0.54,Premium,G,VS1,61.6,56.0,1847,5.26,5.23,3.23,156995.0,88.856654,3420.37037037037,1.6238390092879258,Medium,0
0.54,Ideal,E,VS2,60.5,56.0,1847,5.28,5.26,3.19,156995.0,88.595232,3420.37037037037,1.6520376175548588,Medium,0
0.54,Premium,E,VS2,59.2,58.0,1847,5.35,5.32,3.16,156995.0,89.93992,3420.37037037037,1.6882911392405062,Medium,0
0.54,Ideal,E,VS2,61.0,56.0,1847,5.28,5.25,3.21,156995.0,88.9812,3420.37037037037,1.6401869158878506,Medium,0
0.54,Ideal,E,VS2,61.9,55.0,1847,5.24,5.2,3.23,156995.0,88.01104000000001,3420.37037037037,1.6160990712074306,Medium,0
0.54,Ideal,E,VS2,62.2,55.0,1847,5.24,5.21,3.25,156995.0,88.7263,3420.37037037037,1.6076923076923075,Medium,0
0.54,Ideal,E,VS2,61.4,57.0,1847,5.25,5.21,3.21,156995.0,87.801525,3420.37037037037,1.6292834890965733,Medium,0
0.54,Ideal,E,VS2,61.7,55.0,1847,5.27,5.24,3.24,156995.0,89.471952,3420.37037037037,1.6219135802469133,Medium,0
0.54,Ideal,E,VS2,60.8,57.0,1847,5.29,5.24,3.2,156995.0,88.70272,3420.37037037037,1.6453125000000002,Medium,0
0.54,Ideal,E,VS2,61.9,57.0,1847,5.23,5.2,3.23,156995.0,87.84308,3420.37037037037,1.6145510835913313,Medium,0
0.57,Premium,D,SI1,60.2,60.0,1847,5.36,5.34,3.22,156995.0,92.16412800000002,3240.350877192983,1.6614906832298135,Medium,0
0.52,Ideal,H,VVS1,61.7,55.0,1847,5.2,5.17,3.2,156995.0,86.0288,3551.9230769230767,1.6203125,Medium,0
0.57,Good,D,SI1,62.2,64.0,1847,5.29,5.23,3.27,156995.0,90.47010900000001,3240.350877192983,1.6085626911314983,Medium,0
0.54,Premium,D,VS1,60.5,58.0,1847,5.27,5.21,3.17,156995.0,87.03773899999999,3420.37037037037,1.6529968454258677,Medium,0
0.55,Premium,G,SI1,60.2,59.0,1848,5.32,5.28,3.19,157080.0,89.60582400000001,3359.9999999999995,1.6614420062695927,Medium,0
0.7,Premium,D,SI2,58.6,60.0,1848,5.89,5.78,3.42,157080.0,116.43116399999998,2640.0,1.706140350877193,Medium,0
0.55,Ideal,D,VS2,61.7,57.0,1848,5.21,5.26,3.23,157080.0,88.516858,3359.9999999999995,1.6207430340557274,Medium,0
0.53,Ideal,H,VS1,60.8,57.0,1848,5.24,5.29,3.2,157080.0,88.70272,3486.7924528301887,1.6453125000000002,Medium,0
0.5,Ideal,D,SI1,61.8,55.0,1848,5.11,5.15,3.17,157080.0,83.42330500000001,3696.0,1.6182965299684546,Light,0
0.7,Fair,I,SI1,62.0,67.0,1848,5.54,5.5,3.42,157080.0,104.20739999999999,2640.0,1.6140350877192982,Medium,0
0.56,Premium,E,SI1,61.5,60.0,1848,5.3,5.27,3.25,157080.0,90.77574999999999,3299.9999999999995,1.6261538461538463,Medium,0
0.5,Very Good,F,VS1,61.4,58.0,1849,5.05,5.14,3.13,157165.0,81.24540999999999,3698.0,1.6277955271565494,Light,0
0.51,Very Good,D,VS1,62.4,58.0,1849,5.13,5.16,3.21,157165.0,84.971268,3625.4901960784314,1.602803738317757,Medium,0
0.54,Ideal,F,VS1,60.7,59.0,1849,5.27,5.3,3.21,157165.0,89.65850999999999,3424.074074074074,1.6464174454828662,Medium,0
0.52,Fair,G,IF,65.5,55.0,1849,4.98,5.06,3.29,157165.0,82.904052,3555.7692307692305,1.525835866261398,Medium,0
0.5,Ideal,F,VVS2,62.3,57.0,1850,5.06,5.08,3.16,157250.0,81.227168,3700.0,1.6044303797468356,Light,0
0.62,Good,G,VS2,61.0,62.0,1850,5.41,5.5,3.33,157250.0,99.08415000000001,2983.8709677419356,1.6381381381381381,Medium,0
0.57,Ideal,E,VS2,61.8,55.0,1851,5.34,5.38,3.31,157335.0,95.09365199999999,3247.3684210526317,1.619335347432024,Medium,0
0.57,Premium,E,VS2,61.0,58.0,1851,5.31,5.34,3.25,157335.0,92.15504999999999,3247.3684210526317,1.6384615384615382,Medium,0
0.57,Ideal,G,VS1,62.1,56.0,1851,5.3,5.33,3.3,157335.0,93.22169999999998,3247.3684210526317,1.6106060606060606,Medium,0
0.57,Ideal,G,VS1,62.0,55.0,1851,5.29,5.35,3.3,157335.0,93.39494999999998,3247.3684210526317,1.6121212121212123,Medium,0
0.57,Ideal,E,VS2,61.7,56.0,1851,5.34,5.36,3.3,157335.0,94.45392,3247.3684210526317,1.621212121212121,Medium,0
0.57,Ideal,G,VS1,61.3,56.0,1851,5.34,5.36,3.28,157335.0,93.881472,3247.3684210526317,1.6310975609756098,Medium,0
0.57,Ideal,E,VS2,61.9,57.0,1851,5.29,5.31,3.28,157335.0,92.13487199999999,3247.3684210526317,1.6158536585365855,Medium,0
0.57,Premium,E,VS2,61.4,58.0,1851,5.32,5.37,3.28,157335.0,93.704352,3247.3684210526317,1.6295731707317076,Medium,0
0.57,Premium,G,VS1,62.4,58.0,1851,5.29,5.32,3.31,157335.0,93.152668,3247.3684210526317,1.6027190332326282,Medium,0
0.57,Ideal,E,VS2,61.6,56.0,1851,5.33,5.38,3.3,157335.0,94.62881999999999,3247.3684210526317,1.622727272727273,Medium,0
0.57,Ideal,E,VS2,61.8,56.0,1851,5.29,5.33,3.28,157335.0,92.481896,3247.3684210526317,1.6189024390243905,Medium,0
0.57,Very Good,E,VS2,62.9,57.0,1851,5.26,5.29,3.32,157335.0,92.38032799999999,3247.3684210526317,1.5888554216867472,Medium,0
0.7,Good,F,SI2,64.3,57.0,1851,5.6,5.53,3.58,157335.0,110.86544,2644.2857142857147,1.5544692737430166,Medium,0
0.7,Good,F,SI2,64.1,55.0,1851,5.58,5.52,3.56,157335.0,109.653696,2644.2857142857147,1.5589887640449438,Medium,0
0.51,Ideal,E,VS1,61.8,56.0,1851,5.17,5.19,3.2,157335.0,85.86336,3629.4117647058824,1.61875,Medium,0
0.51,Ideal,E,VS1,61.5,56.0,1851,5.16,5.11,3.16,157335.0,83.32161600000002,3629.4117647058824,1.6249999999999998,Medium,0
0.53,Very Good,E,VS2,60.1,59.0,1852,5.24,5.27,3.16,157420.0,87.262768,3494.3396226415093,1.6629746835443038,Medium,0
0.53,Very Good,E,VS1,58.5,61.0,1852,5.28,5.39,3.12,157420.0,88.792704,3494.3396226415093,1.7099358974358974,Medium,0
0.54,Ideal,G,VVS2,60.8,56.0,1852,5.28,5.31,3.22,157420.0,90.278496,3429.6296296296296,1.6444099378881987,Medium,0
0.51,Ideal,G,VS1,61.8,56.0,1852,5.1,5.15,3.17,157420.0,83.26005,3631.372549019608,1.6167192429022081,Medium,0
0.51,Ideal,G,VS1,60.2,56.0,1852,5.2,5.24,3.14,157420.0,85.55872000000001,3631.372549019608,1.6624203821656052,Medium,0
0.55,Very Good,F,VS1,60.7,60.0,1853,5.29,5.32,3.22,157505.0,90.61981600000001,3369.090909090909,1.6475155279503104,Medium,0
0.65,Premium,F,VS2,59.0,62.0,1853,5.68,5.65,3.34,157505.0,107.18727999999999,2850.7692307692305,1.6961077844311379,Medium,0
0.57,Ideal,E,VS2,62.5,56.0,1853,5.3,5.33,3.32,157505.0,93.78667999999999,3250.8771929824566,1.6009036144578312,Medium,0
0.72,Ideal,J,SI1,61.7,56.0,1853,5.77,5.81,3.57,157505.0,119.67960899999999,2573.6111111111113,1.621848739495798,Medium,0
0.71,Premium,J,SI1,61.0,61.0,1853,5.71,5.66,3.47,157505.0,112.14554200000002,2609.8591549295775,1.638328530259366,Medium,0
0.55,Ideal,G,VS2,60.4,56.0,1854,5.38,5.31,3.23,157590.0,92.27399399999999,3370.9090909090905,1.6547987616099071,Medium,0
0.5,Ideal,D,VS2,60.7,57.0,1854,5.12,5.22,3.14,157590.0,83.920896,3708.0,1.6464968152866242,Light,0
0.7,Very Good,J,VS1,59.6,62.0,1855,5.7,5.77,3.42,157675.0,112.48037999999998,2650.0,1.6769005847953216,Medium,0
0.56,Ideal,G,VS1,60.7,55.0,1855,5.33,5.36,3.25,157675.0,92.8486,3312.4999999999995,1.6446153846153848,Medium,0
0.53,Ideal,F,VS1,61.5,56.0,1856,5.26,5.22,3.22,157760.0,88.412184,3501.88679245283,1.6273291925465838,Medium,0
0.7,Very Good,I,SI1,61.6,63.0,1856,5.68,5.59,3.47,157760.0,110.176664,2651.4285714285716,1.6239193083573487,Medium,0
0.7,Good,H,SI2,63.8,57.0,1856,5.58,5.55,3.55,157760.0,109.93994999999998,2651.4285714285716,1.5676056338028168,Medium,0
0.55,Ideal,G,VS1,61.5,57.0,1856,5.28,5.23,3.23,157760.0,89.19451200000002,3374.545454545454,1.6269349845201242,Medium,0
0.55,Ideal,E,VS1,61.5,57.0,1857,5.27,5.23,3.23,157845.0,89.025583,3376.363636363636,1.6253869969040249,Medium,0
0.59,Very Good,E,VS2,61.7,60.0,1857,5.36,5.4,3.32,157845.0,96.09408,3147.4576271186443,1.6204819277108438,Medium,0
0.53,Premium,D,VS2,60.4,58.0,1857,5.23,5.26,3.17,157845.0,87.206066,3503.7735849056603,1.6545741324921137,Medium,0
0.53,Ideal,D,VS2,61.2,56.0,1857,5.2,5.23,3.19,157845.0,86.75524,3503.7735849056603,1.634796238244514,Medium,0
0.53,Ideal,D,VS2,62.3,56.0,1857,5.14,5.17,3.21,157845.0,85.301898,3503.7735849056603,1.6059190031152646,Medium,0
0.53,Ideal,D,VS2,62.2,56.0,1857,5.16,5.19,3.22,157845.0,86.23288800000002,3503.7735849056603,1.6071428571428572,Medium,0
0.53,Ideal,D,VS2,62.1,55.0,1857,5.17,5.2,3.22,157845.0,86.56648000000001,3503.7735849056603,1.610248447204969,Medium,0
0.53,Ideal,D,VS2,61.7,55.0,1857,5.21,5.23,3.22,157845.0,87.73952600000001,3503.7735849056603,1.6211180124223603,Medium,0
0.53,Ideal,D,VS2,61.2,57.0,1857,5.2,5.26,3.2,157845.0,87.52640000000001,3503.7735849056603,1.6343750000000001,Medium,0
0.53,Ideal,D,VS2,62.6,56.0,1857,5.14,5.18,3.23,157845.0,85.99939599999999,3503.7735849056603,1.5975232198142415,Medium,0
0.53,Very Good,E,VS2,62.3,56.7,1857,5.19,5.23,3.25,157845.0,88.217025,3503.7735849056603,1.6030769230769233,Medium,0
0.53,Ideal,D,VS2,60.2,57.0,1857,5.24,5.26,3.16,157845.0,87.097184,3503.7735849056603,1.6613924050632911,Medium,0
0.53,Ideal,D,VS2,61.4,55.0,1857,5.21,5.25,3.21,157845.0,87.801525,3503.7735849056603,1.6292834890965733,Medium,0
0.53,Ideal,D,VS2,60.6,57.0,1857,5.24,5.28,3.19,157845.0,88.258368,3503.7735849056603,1.6489028213166144,Medium,0
0.53,Premium,D,VS2,61.5,58.0,1857,5.2,5.24,3.21,157845.0,87.46608,3503.7735849056603,1.6261682242990656,Medium,0
0.53,Ideal,D,VS2,61.5,56.0,1857,5.17,5.23,3.2,157845.0,86.52512000000002,3503.7735849056603,1.625,Medium,0
0.53,Ideal,D,VS2,61.4,56.0,1857,5.2,5.23,3.2,157845.0,87.02720000000001,3503.7735849056603,1.6296875,Medium,0
0.53,Ideal,D,VS2,61.2,55.0,1857,5.21,5.25,3.2,157845.0,87.528,3503.7735849056603,1.6343750000000001,Medium,0
0.55,Ideal,F,VS1,61.0,55.0,1857,5.29,5.33,3.24,157845.0,91.35406800000001,3376.363636363636,1.6388888888888888,Medium,0
0.5,Ideal,G,SI1,60.2,57.0,1857,5.16,5.2,3.12,157845.0,83.71584,3714.0,1.6602564102564101,Light,0
0.52,Ideal,G,VVS2,60.9,56.0,1858,5.22,5.26,3.19,157930.0,87.58846799999999,3573.076923076923,1.6426332288401255,Medium,0
0.5,Ideal,G,VVS2,62.8,57.0,1858,5.07,5.05,3.18,157930.0,81.41913000000001,3716.0,1.5911949685534592,Light,0
0.5,Good,G,VVS2,63.6,57.0,1858,5.08,5.04,3.22,157930.0,82.44230400000001,3716.0,1.5714285714285714,Light,0
0.75,Premium,D,SI2,61.3,59.0,1858,5.88,5.83,3.59,157930.0,123.066636,2477.3333333333335,1.6309192200557106,Medium,0
0.72,Premium,I,SI1,60.8,58.0,1858,5.83,5.78,3.53,157930.0,118.95182199999999,2580.5555555555557,1.6444759206798867,Medium,0
0.51,Ideal,G,VVS2,62.2,53.4,1859,5.11,5.15,3.19,158015.0,83.94963500000001,3645.098039215686,1.608150470219436,Medium,0
0.76,Ideal,J,SI1,61.9,53.0,1859,5.85,5.92,3.64,158015.0,126.06048,2446.0526315789475,1.6167582417582416,Medium,0
0.75,Very Good,J,SI1,61.7,56.0,1859,5.81,5.92,3.62,158015.0,124.51062399999999,2478.6666666666665,1.6201657458563536,Medium,0
0.64,Ideal,E,SI1,62.7,57.0,1859,5.54,5.47,3.45,158015.0,104.54811000000001,2904.6875,1.5956521739130434,Medium,0
0.48,Ideal,G,IF,61.6,54.0,1859,5.03,5.1,3.12,158015.0,80.03735999999999,3872.916666666667,1.6233974358974357,Light,0
0.52,Very Good,D,VS1,62.6,59.0,1860,5.03,5.13,3.18,158100.0,82.056402,3576.9230769230767,1.5974842767295596,Medium,0
0.7,Good,E,SI2,62.2,63.0,1860,5.65,5.6,3.5,158100.0,110.74000000000001,2657.1428571428573,1.6071428571428572,Medium,0
0.61,Very Good,G,VS2,62.0,57.0,1861,5.44,5.47,3.38,158185.0,100.577984,3050.8196721311474,1.613905325443787,Medium,0
0.71,Very Good,J,SI1,59.1,61.0,1861,5.82,5.85,3.45,158185.0,117.46215,2621.1267605633802,1.691304347826087,Medium,0
0.6,Ideal,G,VS2,60.4,57.0,1861,5.49,5.51,3.32,158185.0,100.42966799999999,3101.666666666667,1.6566265060240966,Medium,0
0.6,Ideal,G,VS2,62.0,54.0,1861,5.43,5.47,3.38,158185.0,100.393098,3101.666666666667,1.6124260355029585,Medium,0
0.59,Good,F,VS1,60.5,61.0,1861,5.43,5.5,3.31,158185.0,98.85315,3154.237288135593,1.6510574018126887,Medium,0
0.65,Ideal,E,SI1,61.8,55.0,1862,5.57,5.6,3.45,158270.0,107.61240000000001,2864.6153846153843,1.6188405797101448,Medium,0
0.58,Premium,E,VS2,59.4,60.0,1862,5.47,5.43,3.24,158270.0,96.234804,3210.344827586207,1.6820987654320985,Medium,0
0.6,Good,E,SI1,62.7,60.1,1863,5.31,5.36,3.35,158355.0,95.34636,3105.0,1.5925373134328358,Medium,0
0.69,Premium,H,VS2,60.8,59.0,1863,5.77,5.74,3.5,158355.0,115.91929999999999,2700.0,1.6442857142857144,Medium,0
0.83,Ideal,H,SI2,61.8,57.0,1863,6.08,5.99,3.73,158355.0,135.84361600000003,2244.5783132530123,1.6179624664879357,Medium,1
0.57,Ideal,D,VS2,62.1,56.0,1864,5.29,5.34,3.3,158440.0,93.22037999999999,3270.1754385964914,1.6106060606060606,Medium,0
0.72,Ideal,J,SI1,61.8,54.0,1864,5.76,5.8,3.57,158440.0,119.26656,2588.888888888889,1.6190476190476188,Medium,0
0.72,Ideal,J,SI1,61.9,54.0,1864,5.76,5.8,3.58,158440.0,119.60064000000001,2588.888888888889,1.6145251396648042,Medium,0
0.72,Ideal,J,SI1,62.3,56.0,1864,5.75,5.78,3.59,158440.0,119.31365,2588.888888888889,1.6058495821727021,Medium,0
0.56,Premium,E,VS2,61.1,57.0,1864,5.38,5.33,3.27,158440.0,93.768558,3328.5714285714284,1.6376146788990826,Medium,0
0.49,Very Good,G,IF,59.7,56.0,1865,5.16,5.19,3.09,158525.0,82.75143600000001,3806.122448979592,1.6747572815533984,Light,0
0.53,Ideal,G,VVS2,60.0,57.0,1865,5.27,5.29,3.17,158525.0,88.374211,3518.8679245283015,1.6656151419558358,Medium,0
0.5,Ideal,G,VVS1,62.2,55.0,1865,5.09,5.14,3.18,158525.0,83.197068,3730.0,1.6084905660377358,Light,0
0.5,Ideal,G,VVS1,62.1,53.5,1865,5.08,5.13,3.17,158525.0,82.611468,3730.0,1.6104100946372242,Light,0
0.5,Ideal,G,VVS1,61.8,54.0,1865,5.13,5.16,3.18,158525.0,84.17714400000001,3730.0,1.6179245283018866,Light,0
0.55,Ideal,F,VS2,61.4,57.0,1865,5.29,5.25,3.24,158525.0,89.98290000000001,3390.9090909090905,1.6265432098765429,Medium,0
0.57,Ideal,D,VS2,61.7,57.0,1865,5.3,5.33,3.28,158525.0,92.65671999999999,3271.9298245614036,1.6204268292682926,Medium,0
0.47,Ideal,H,IF,61.9,56.0,1865,4.99,5.02,3.1,158525.0,77.65437999999999,3968.085106382979,1.614516129032258,Light,0
0.47,Ideal,H,IF,62.4,57.0,1865,4.97,5.0,3.11,158525.0,77.28349999999999,3968.085106382979,1.602893890675241,Light,0
0.7,Fair,H,SI1,65.5,57.0,1865,5.59,5.55,3.65,158525.0,113.239425,2664.2857142857147,1.526027397260274,Medium,0
0.7,Good,H,SI1,64.2,58.0,1865,5.62,5.59,3.6,158525.0,113.09688,2664.2857142857147,1.5569444444444445,Medium,0
0.7,Fair,H,SI1,65.3,55.0,1865,5.58,5.54,3.63,158525.0,112.214916,2664.2857142857147,1.53168044077135,Medium,0
0.58,Ideal,F,VS1,61.9,54.0,1865,5.37,5.33,3.31,158525.0,94.739151,3215.5172413793107,1.6163141993957704,Medium,0
0.74,Fair,E,I1,58.2,65.0,1865,6.03,5.89,3.47,158525.0,123.24294900000001,2520.2702702702704,1.717579250720461,Medium,0
0.56,Premium,D,SI1,62.3,58.0,1865,5.28,5.21,3.27,158525.0,89.953776,3330.3571428571427,1.6039755351681957,Medium,0
0.74,Good,G,SI1,64.2,59.0,1865,5.69,5.62,3.63,158525.0,116.079414,2520.2702702702704,1.5578512396694215,Medium,0
0.74,Good,G,SI1,63.6,58.0,1865,5.73,5.71,3.64,158525.0,119.094612,2520.2702702702704,1.5714285714285716,Medium,0
0.72,Ideal,G,SI2,61.8,57.0,1866,5.73,5.69,3.53,158610.0,115.09106100000001,2591.666666666667,1.6175637393767708,Medium,0
0.72,Very Good,J,SI1,61.1,57.0,1866,5.75,5.8,3.53,158610.0,117.7255,2591.666666666667,1.6359773371104818,Medium,0
0.59,Premium,I,IF,61.2,58.0,1866,5.38,5.41,3.3,158610.0,96.04914,3162.71186440678,1.6348484848484848,Medium,0
